01	10002981	10045556	NMNAT1
01	1001015	1004717	LOC105378948
01	100111669	100160091	PALMD
01	100169526	100232191	FRRS1
01	10027439	10027516	MIR5697
01	100315917	100389579	AGL
01	100435552	100501190	SLC35A3
01	100503651	100548933	MFSD14A
01	100549126	100598486	SASS6
01	10057286	10076079	RBP7
01	100598706	100616054	TRMT13
01	100614004	100643812	LRRC39
01	1006347	1009686	RNF223
01	100652475	100715390	DBT
01	100730298	100731730	RTCA
01	100731772	100758325	RTCA
01	100746797	100746864	MIR553
01	100810557	100985833	CDC14A
01	10093016	10241297	UBE4B
01	101003695	101007577	GPR88
01	101092605	101112560	LINC01349
01	101185298	101204601	VCAM1
01	101337928	101360735	EXTL2
01	101361646	101447313	SLC30A7
01	101455179	101491340	DPH5
01	101491402	101552935	LOC102606465
01	101700429	101702084	LOC101928370
01	101702455	101707074	S1PR1
01	1017203	1051469	C1orf159
01	101789393	101842869	LINC01307
01	102268116	102462482	OLFM3
01	10270628	10441661	KIF1B
01	103342029	103574078	COL11A1
01	103959602	104068130	LOC101928436
01	104068321	104097861	RNPC3
01	104097266	104122156	AMY2B
01	104160049	104168402	AMY2A
01	104198141	104207176	AMY1A
01	104230037	104239075	AMY1B
01	104292276	104301314	AMY1C
01	10459121	10480568	PGD
01	10490490	10502865	CENPS
01	10490490	10512210	CENPS
01	10510088	10512055	CORT
01	10516579	10532586	DFFA
01	10535007	10690815	PEX14
01	106132316	106161557	LINC01676
01	106470246	106570875	LINC01677
01	10696661	10856703	CASZ1
01	1072397	1079436	LINC01342
01	107360861	107380815	LINC01661
01	107599296	107601916	PRMT6
01	107682710	108027545	NTNG1
01	108113783	108507802	VAV3
01	108439845	108439926	MIR7852
01	108507065	108537229	VAV3
01	108676665	108742965	SLC25A24
01	108765963	108786703	NBPF4
01	108992965	109014542	NBPF6
01	109102722	109181944	FAM102B
01	109190917	109204096	HENMT1
01	109234932	109245550	PRPF38B
01	109255530	109285371	FNDC7
01	109289296	109352145	STXBP3
01	109358523	109400866	AKNAD1
01	109399839	109401146	SPATA42
01	109419607	109477167	GPSM2
01	109472127	109506106	CLCC1
01	109512836	109584724	WDR47
01	109606762	109618625	TAF13
01	109633386	109639556	TMEM167B
01	109642815	109643234	SCARNA2
01	109648573	109656453	C1orf194
01	109656737	109749403	ELAPOR1
01	109756515	109780804	SARS1
01	109792161	109818373	CELSR2
01	109822178	109825767	PSRC1
01	109834987	109849633	MYBPHL
01	109852197	109940540	SORT1
01	109941664	109969070	PSMA5
01	110009168	110024756	SYPL2
01	110026527	110035426	ATXN7L2
01	110036716	110043057	CYB561D1
01	110046800	110052349	AMIGO1
01	11006530	11042094	C1orf127
01	110082494	110088470	GPR61
01	110091237	110142817	GNAI3
01	110141515	110141589	MIR197
01	110145713	110162238	GNAT2
01	110162459	110174677	AMPD2
01	110198721	110208119	GSTM4
01	110210679	110226619	GSTM2
01	110230439	110236367	GSTM1
01	1102484	1102578	MIR200B
01	110254873	110260890	GSTM5
01	110276559	110283660	GSTM3
01	110292702	110306545	EPS8L3
01	1103243	1103332	MIR200A
01	1104385	1104467	MIR429
01	110453471	110473614	CSF1
01	110527387	110566364	AHCYL1
01	110574199	110597263	STRIP1
01	110602492	110613294	ALX3
01	110625310	110652341	LINC01397
01	110655065	110656569	UBL4B
01	110693116	110744824	SLC6A17
01	11072711	11085549	TARDBP
01	110751072	110752609	LINC02586
01	110752936	110776666	KCNC4
01	110828997	110881793	RBM15
01	11086580	11107296	MASP2
01	110881999	110889299	RBM15
01	110905479	110933648	SLC16A4
01	1109260	1133316	TTLL10
01	110943875	110950546	LAMTOR5
01	110950431	110958896	LAMTOR5
01	110993771	110999980	PROK1
01	111030302	111032880	CYMP
01	111059839	111061797	KCNA10
01	111136202	111174062	KCNA2
01	11114646	11120075	SRM
01	111196182	111217562	KCNA3
01	11126675	11159926	EXOSC10
01	111413832	111442544	CD53
01	111489812	111506544	LRIF1
01	11159732	11162162	EXOSC10
01	111659785	111682715	DRAM2
01	11166592	11322608	MTOR
01	111682121	111727726	CEPT1
01	111728591	111747200	DENND2D
01	111770281	111786062	CHI3L2
01	111833473	111863185	CHIA
01	111889182	111895639	PIFO
01	111956941	111970357	OVGP1
01	111982512	111991878	WDR77
01	111992086	112005395	ATP5PB
01	112016606	112021134	C1orf162
01	112025970	112106584	TMIGD3
01	11203955	11209595	MTOR
01	112042051	112046255	ADORA3
01	112084631	112259317	RAP1A
01	112141629	112150940	LINC01160
01	112160233	112163020	LOC107985184
01	112264686	112298419	INKA2
01	112282463	112290420	INKA2
01	112287939	112298131	LOC101928718
01	112298523	112310622	DDX20
01	112313284	112532290	KCND3
01	112396384	112399527	KCND3
01	112452279	112453552	KCND3
01	11249412	11256038	ANGPTL7
01	112533158	112541464	LINC01750
01	112938836	113003786	CTTNBP2NL
01	113004392	113004455	MIR4256
01	113009163	113072787	WNT2B
01	113066136	113161763	ST7L
01	113162454	113214238	CAPZA1
01	113216934	113243368	MOV10
01	113243753	113250030	RHOC
01	113252616	113257950	PPM1J
01	113261527	113269857	TAFA3
01	11333255	11359631	UBIAD1
01	113362791	113393265	LINC01356
01	113424672	113424751	MIR11399
01	113454469	113498818	SLC16A1
01	113499037	113506694	SLC16A1
01	113554309	113615724	LRIG2
01	113615820	113674882	LRIG2
01	113739403	113748875	LOC643441
01	1138888	1141972	TNFRSF18
01	113933137	114228545	MAGI3
01	114239453	114302510	PHTF1
01	114304454	114355098	RSBN1
01	114355234	114443859	AP4B1
01	114356433	114414381	PTPN22
01	114419438	114430203	BCL2L15
01	114436816	114447650	AP4B1
01	114447241	114456708	DCLRE1B
01	114466623	114472147	HIPK1
01	114471946	114520491	HIPK1
01	114522096	114524875	OLFML3
01	114631914	114696491	SYT6
01	1146720	1149533	TNFRSF4
01	114935412	115053824	TRIM33
01	115110178	115124236	BCAS2
01	115125471	115212670	DENND2C
01	115215719	115238239	AMPD1
01	1152311	1167381	SDF4
01	115247090	115259392	NRAS
01	115259537	115300605	CSDE1
01	115312100	115323306	SIKE1
01	11539212	11597608	DISP3
01	115397484	115537991	SYCP1
01	115572447	115576930	TSHB
01	115590632	115632124	TSPAN2
01	115825655	115910693	NGF
01	115828538	115880870	NGF
01	116184591	116240842	VANGL1
01	116242642	116311335	CASQ2
01	116378998	116383747	NHLH2
01	116461997	116468529	LINC01649
01	116465194	116519897	LOC101928977
01	116519134	116612675	SLC22A15
01	116654020	116680770	MAB21L3
01	11669588	11673412	LINC01647
01	1167617	1170421	B3GALT6
